time,height,zeta,shear,metric_det,condition_number,capacity_damping,u_tendency
10.0,27.275842503994657,0.8,0.016105440051734646,0.33849379351779263,3.541340107383276,0.9516316085164688,9.83334561004412e-5
10.0,32.00505900686991,0.8,0.014350523260467473,0.338365116739544,3.542466931988927,0.9516111998456429,7.779649617152273e-5
10.0,37.01295223591009,0.8,0.012699823795434528,0.338257616892784,3.543409008089398,0.9515941379498649,6.210707645859515e-5
10.0,42.289516044382495,0.8,0.011164248258933526,0.33816939443489547,3.5441826218900663,0.9515801275243332,4.987052356604238e-5
10.0,47.82590185828014,0.8,0.009750762816205374,0.3380982223082037,3.5448070355841352,0.9515688194675307,4.0186202626735226e-5
10.0,53.6142060530465,0.8,0.008462533241843814,0.3380417364171896,3.5453028014491865,0.9515598413988207,3.24428208102745e-5
10.0,59.64730884488007,0.8,0.007299395936816788,0.33799760003928353,3.5456903004822884,0.9515528241055591,2.6207919673026937e-5
10.0,65.91874958842811,0.8,0.006258436604799508,0.33796362351623915,3.545988673441931,0.9515474208837421,2.116476716764737e-5
10.0,72.42262847991273,0.8,0.005334580689201319,0.33793783926400484,3.546215146543372,0.9515433197340214,1.7074616321188786e-5
10.0,79.15352784330068,0.8,0.0045211500240762755,0.33791853903958885,3.546384691930444,0.9515402494984304,1.3753220143541966e-5
10.0,86.10644822334854,0.8,0.003810363240814304,0.33790428245123183,3.546509944034744,0.9515379813664706,1.1055688254479889e-5
10.0,93.27675586560949,0.8,0.003193769614102863,0.33789388551614846,3.546601294003696,0.9515363271592925,8.8664044346487e-6
10.0,100.6601390856064,0.8,0.0026626119750814197,0.33788639685124944,3.546667094911097,0.9515351356098144,7.093601119656512e-6
10.0,108.25257167054073,0.8,0.002207940588302029,0.3378810656236536,3.5467139408780883,0.9515342873058918,5.871959551839722e-6
10.0,116.05028191168671,0.8,0.0017990452171722379,0.33787712122144575,3.5467486016986016,0.9515336596560368,2.229782332410224e-5
15.0,0.3713755120762506,0.8,0.0,0.33786932946913123,3.5468170730351507,0.9515326728596422,-0.0035185235560053485
15.0,1.4971755441767614,0.8,0.0008128188052481645,0.33787091998626884,3.546803095825332,0.9515326728596422,-0.0014120516115744054
15.0,3.2796094477199516,0.8,0.010985499932112635,0.3381598626900309,3.544266230459791,0.9515786133676202,-0.001325023266038805
15.0,5.566596934084805,0.8,0.020837690278876206,0.33891469721758,3.537660596368671,0.9516982566874309,0.0001334208348845678
15.0,8.289928060180161,0.8,0.025237144840929652,0.3394027430223475,3.5334062735274436,0.9517753282485307,0.0004299733958688989
15.0,11.406269766435727,0.8,0.02412259849278189,0.33927028584985636,3.534559624136343,0.9517544328482032,0.00032414977163632843
15.0,14.884584669074052,0.8,0.02200769894518088,0.3390353908663938,3.5366072915943363,0.9517173372556132,0.0002271979583596817
15.0,18.70109260378885,0.8,0.019951472186285794,0.3388276664425989,3.538420616872469,0.951684489425682,0.00016663256271769454
15.0,22.836754230877155,0.8,0.017998672794087876,0.3386492422783437,3.539980053355739,0.9516562425266184,0.00012680214196851835
15.0,27.275842503994657,0.8,0.016137045843882303,0.33849624692085434,3.541318631734782,0.9516319974847409,9.87419617114682e-5
15.0,32.00505900686991,0.8,0.014372424401960647,0.33836663122373034,3.5424536643320614,0.9516114401399192,7.802691375520254e-5
15.0,37.01295223591009,0.8,0.01271558035497049,0.33825858099584427,3.543400556334922,0.9515942910164715,6.22454801925798e-5
15.0,42.289516044382495,0.8,0.01117589190710575,0.3381700206690987,3.5441771289948725,0.9515802270011962,4.9957789683752196e-5
15.0,47.82590185828014,0.8,0.009759536073490093,0.3380986343905404,3.544803419462717,0.9515688849542805,4.024336224919267e-5
15.0,53.6142060530465,0.8,0.008469238102023472,0.33804200972325177,3.54530040227048,0.951559884846324,3.2481408188544945e-5
15.0,59.64730884488007,0.8,0.007304573045408006,0.33799778205701864,3.5456887022215975,0.9515528530485515,2.623460252948462e-5
15.0,65.91874958842811,0.8,0.006262463612619413,0.33796374490327724,3.545987607339228,0.9515474401896364,2.1183574346217426e-5
15.0,72.42262847991273,0.8,0.005337729194123554,0.33793792015797436,3.5462144359628245,0.9515433326017072,1.7088075405524706e-5
15.0,79.15352784330068,0.8,0.004523620055692057,0.33791859282353726,3.546384219429618,0.9515402580547481,1.3762968559483113e-5
15.0,86.10644822334854,0.8,0.0038123049803673787,0.33790431808404503,3.546509630966554,0.9515379870356632,1.1062816457219072e-5
15.0,93.27675586560949,0.8,0.003195297536776752,0.337893909017377,3.5466010875095244,0.9515363308985771,8.871681332145442e-6
15.0,100.6601390856064,0.8,0.0026638117830328207,0.33788641223629945,3.546666959723579,0.9515351380578416,7.0999529530269e-6
15.0,108.25257167054073,0.8,0.002208655508949217,0.33788107322510974,3.546713874082306,0.9515342885154532,6.0143555895564305e-6
15.0,116.05028191168671,0.8,0.001788686803505106,0.337877031754138,3.5467493878886125,0.9515336454194518,2.216873725640056e-5
20.0,0.3713755120762506,0.8,0.0,0.33786932946913123,3.5468170730351507,0.9515369164133434,-0.001189526425724452
20.0,1.4971755441767614,0.8,0.0034261527759117836,0.33789758899064015,3.5465687537026973,0.9515369164133434,-0.0021439732941530565
20.0,3.2796094477199516,0.8,0.008300536892038276,0.3380351988553387,3.545360191741586,0.9515588021006347,-0.0011868194636752705
20.0,5.566596934084805,0.8,0.018563936416529807,0.3386990009144402,3.5395449847596416,0.951664122985909,-0.00014681013762327667
20.0,8.289928060180161,0.8,0.024322576037067056,0.3392936115246376,3.5343564499552746,0.9517581137142219,0.0003513246004796855
20.0,11.406269766435727,0.8,0.02416788425736556,0.3392755511772685,3.534513758834896,0.9517552637782116,0.0003230994171053325
20.0,14.884584669074052,0.8,0.022140173746805634,0.33904947197239343,3.536484456369925,0.9517195624599434,0.00023094160176224677
20.0,18.70109260378885,0.8,0.02003338164568111,0.33883555169459495,3.5383517396210813,0.951685737074488,0.00016841998142016478
20.0,22.836754230877155,0.8,0.018047998380134916,0.3386535229984986,3.53994261919817,0.951656920571701,0.00012762119473048729
20.0,27.275842503994657,0.8,0.016169103126260482,0.3384987402848801,3.541296806630328,0.9516323927827065,9.916017347588735e-5
20.0,32.00505900686991,0.8,0.014394520459994809,0.3383681615272728,3.542440258217682,0.9516116829419615,7.8260765015159e-5
20.0,37.01295223591009,0.8,0.012731430837607877,0.3382595520520172,3.5433920436781086,0.9515944451861075,6.238526007980027e-5
20.0,42.289516044382495,0.8,0.011187584740904375,0.3381706502056289,3.5441716071557194,0.951580327002258,5.0045663351738766e-5
20.0,47.82590185828014,0.8,0.009768336807540927,0.3380990481358303,3.5447997887579,0.9515689507051397,4.030081152155418e-5
20.0,53.6142060530465,0.8,0.008475959128252393,0.3380422839055248,3.545297995404222,0.9515599284330477,3.2520142658754025e-5
20.0,59.64730884488007,0.8,0.007309760076633811,0.33799796455304015,3.545687099763005,0.9515528820675658,2.6261364144808397e-5
20.0,65.91874958842811,0.8,0.0062664969270670254,0.33796386655868377,3.5459865388803467,0.951547459538199,2.1202425633148892e-5
20.0,72.42262847991273,0.8,0.0053408818246867915,0.3379380012057678,3.5462137240314378,0.9515433454938551,1.7101560158572228e-5
20.0,79.15352784330068,0.8,0.004526092851348398,0.33791864669709676,3.5463837461417085,0.9515402666253188,1.3772732416761357e-5
20.0,86.10644822334854,0.8,0.0038142486081133354,0.3379043537696887,3.546509317434268,0.9515379927132598,1.1069954623543765e-5
20.0,93.27675586560949,0.8,0.003196826733335684,0.3378939325494538,3.546600880744332,0.9515363346427698,8.876992668938044e-6
20.0,100.6601390856064,0.8,0.0026650100978729573,0.33788642760912174,3.5466668246435185,0.9515351405039231,7.107469132350275e-6
20.0,108.25257167054073,0.8,0.0022092837998950723,0.3378810799074997,3.5467138153625775,0.9515342895787706,6.1534178023237015e-6
20.0,116.05028191168671,0.8,0.0017784989646839205,0.3378769442640385,3.5467501567044195,0.951533631497485,2.2041780824544333e-5
25.0,0.3713755120762506,0.8,0.0,0.33786932946913123,3.5468170730351507,0.9515326691497593,-0.0019267644509771032
25.0,1.4971755441767614,0.8,0.0008068398071537606,0.3378708966730201,3.5468033006974187,0.9515326691497593,-0.0013369999261152899
25.0,3.2796094477199516,0.8,0.007848259134951562,0.33801761549169723,3.5455145598201634,0.9515560066136143,-0.0011757688845053238
25.0,5.566596934084805,0.8,0.016677234413301992,0.3385389228320161,3.5409451247915897,0.9516387625164238,-0.0003127961101290211
25.0,8.289928060180161,0.8,0.02327234168758023,0.3391732611388962,3.535405059482986,0.9517391165707719,0.00025923106860137324
25.0,11.406269766435727,0.8,0.02408100044156551,0.33926545799288127,3.534601680042677,0.9517536709333128,0.00031338300035663733
25.0,14.884584669074052,0.8,0.022254532207386088,0.33906169541881803,3.5363778350572996,0.9517214939518577,0.00023382805282068375
25.0,18.70109260378885,0.8,0.020116672787303592,0.338843603091735,3.5382814146153057,0.9516870109514242,0.00017025179224194886
25.0,22.836754230877155,0.8,0.018098509666413055,0.3386579187623544,3.539904180049645,0.9516576168211952,0.00012847227456287414
25.0,27.275842503994657,0.8,0.01620163628896609,0.338501275721694,3.541274613601389,0.9516327947448857,9.958875835209824e-5
25.0,32.00505900686991,0.8,0.014416818600036097,0.3383697082097989,3.5424267087472803,0.9516119283404926,7.849821197876139e-5
25.0,37.01295223591009,0.8,0.012747377417792334,0.33826053021627334,3.543383468761558,0.9515946004833573,6.252645779234456e-5
25.0,42.289516044382495,0.8,0.011199327516379172,0.3381712830935636,3.5441660559424824,0.9515804275353086,5.013415697607826e-5
25.0,47.82590185828014,0.8,0.00977716531289171,0.3380994635614322,3.5447961433174764,0.9515690167228651,4.035855461967941e-5
25.0,53.6142060530465,0.8,0.008482696445944047,0.33804255897070073,3.545295580791706,0.9515599721600547,3.255902576846381e-5
25.0,59.64730884488007,0.8,0.007314957087892987,0.3379981475301132,3.54568549308225,0.9515529111630413,2.6288205141078437e-5
25.0,65.91874958842811,0.8,0.006270536576050658,0.33796398848366904,3.545985468054665,0.9515474789296225,2.1221321295961105e-5
25.0,72.42262847991273,0.8,0.005344038595179305,0.3379380824079405,3.5462130107443293,0.9515433584105539,1.711507070165652e-5
25.0,79.15352784330068,0.8,0.004528568418684724,0.3379187006605326,3.54638327206438,0.951540275210185,1.378251178003609e-5
25.0,86.10644822334854,0.8,0.0038161941277743134,0.3379043895082841,3.5465090034368205,0.9515379983992795,1.1077103119916387e-5
25.0,93.27675586560949,0.8,0.003198357179817336,0.33789395611203826,3.546600673711118,0.9515363383918158,8.882348699223996e-6
25.0,100.6601390856064,0.8,0.0026662061947876963,0.3378864429603856,3.546666689752901,0.9515351429465739,7.116100321269414e-6
25.0,108.25257167054073,0.8,0.002209828336947061,0.33788108570063563,3.546713764456932,0.9515342905005878,6.289228149825021e-6
25.0,116.05028191168671,0.8,0.001768478277459502,0.33787685869689715,3.5467509086227182,0.9515336178815044,2.191691122845896e-5
30.0,0.3713755120762506,0.8,0.0,0.33786932946913123,3.5468170730351507,0.9515337709745342,-0.0012221064338852727
30.0,1.4971755441767614,0.8,0.0018780709294410674,0.33787782078456013,3.546742454333915,0.9515337709745342,-0.001463304840256896
30.0,3.2796094477199516,0.8,0.006742051352922309,0.3379787596079619,3.545855744364609,0.9515498280825382,-0.0010689563892464448
30.0,5.566596934084805,0.8,0.015245929385935872,0.33842891808614317,3.541908108802113,0.9516213209551048,-0.00041428105189496024
30.0,8.289928060180161,0.8,0.02219974506412102,0.339055831519364,3.5364289830047557,0.9517205673833431,0.00016992610218728997
30.0,11.406269766435727,0.8,0.023878709722477458,0.3392420990094245,3.5348051802646325,0.9517499841949187,0.0002960075031237963
30.0,14.884584669074052,0.8,0.022341753135429254,0.3390710605523115,3.536296151444213,0.9517229736916942,0.0002353311323568974
30.0,18.70109260378885,0.8,0.020199570494847267,0.3388516496316125,3.5382111355830084,0.9516882839989972,0.00017205518063487802
30.0,22.836754230877155,0.8,0.01815013611604041,0.3386624242705678,3.539864782331988,0.9516583304343392,0.00012935327530154693
30.0,27.275842503994657,0.8,0.016234666678608,0.33850385512365416,3.5412520361018633,0.9516332036709797,0.00010002831223836495
30.0,32.00505900686991,0.8,0.014439326433266411,0.33837127186557897,3.542413010719094,0.9516121764297271,7.873942896701181e-5
30.0,37.01295223591009,0.8,0.012763422399532985,0.33826151565234486,3.543374830151094,0.9515947569341964,6.266911788319618e-5
30.0,42.289516044382495,0.8,0.011211121019496341,0.3381719193838017,3.5441604749090687,0.9515805286084271,5.022328353856409e-5
30.0,47.82590185828014,0.8,0.00978602189191259,0.33809988068513525,3.5447924829854602,0.9515690830102814,4.041659584839152e-5
30.0,53.6142060530465,0.8,0.008489450182862662,0.33804283492558723,3.5452931583732092,0.9515600160284269,3.259805910111879e-5
30.0,59.64730884488007,0.8,0.0073201641373739955,0.33799833099103804,3.545683882154751,0.9515529403354231,2.6315126148901412e-5
30.0,65.91874958842811,0.8,0.006274582587767109,0.3379641106794544,3.5459843948514647,0.951547498364101,2.1240261603416853e-5
30.0,72.42262847991273,0.8,0.005347199520001626,0.33793816376505215,3.546212296096592,0.951543371351892,1.7128607157523845e-5
30.0,79.15352784330068,0.8,0.004531046765380311,0.33791875471411154,3.546382797195289,0.9515402838093889,1.3792306718407587e-5
30.0,86.10644822334854,0.8,0.0038181415427878443,0.33790442529994774,3.5465086889731907,0.9515380040937416,1.1084262411209523e-5
30.0,93.27675586560949,0.8,0.003199888845890788,0.33789397970469054,3.5466004664137416,0.9515363421456455,8.887759020836939e-6
30.0,100.6601390856064,0.8,0.0026673993877319303,0.3378864582812418,3.546666555129489,0.9515351453843862,7.125798868301558e-6
30.0,108.25257167054073,0.8,0.002210291911948539,0.33788109063357036,3.54671372111008,0.9515342912855278,6.421866478945048e-6
30.0,116.05028191168671,0.8,0.0017586213965990252,0.3378767750001938,3.5467516441049973,0.9515336045631528,2.1794086645243736e-5
35.0,0.3713755120762506,0.8,0.0,0.33786932946913123,3.5468170730351507,0.9515328805695357,-0.0013540686701992044
35.0,1.4971755441767614,0.8,0.001096751230173375,0.3378722252597147,3.546791625395788,0.9515328805695357,-0.0011781467216959384
35.0,3.2796094477199516,0.8,0.00629245640914615,0.33796465143961507,3.545979645552413,0.9515475843684664,-0.0010178720675662945
35.0,5.566596934084805,0.8,0.014050607820910015,0.33834460969651453,3.5426465966059806,0.9516079459010307,-0.0004711349752870575
35.0,8.289928060180161,0.8,0.021169179613815214,0.3389482230473403,3.5373679333598114,0.951703558187797,9.017921837219944e-5
35.0,11.406269766435727,0.8,0.023585412662700443,0.33920858135982906,3.5350972334089796,0.9517446932258304,0.000272981990313248
35.0,14.884584669074052,0.8,0.02239618380209068,0.3390769234790608,3.5362450168623676,0.9517239000227686,0.00023511659051145273
35.0,18.70109260378885,0.8,0.020279981390060996,0.33885948640833524,3.538142692045408,0.9516895238013486,0.00017373882658731077
35.0,22.836754230877155,0.8,0.018202703981487763,0.338667025126084,3.5398245520139304,0.9516590591295269,0.0001302582457975987
35.0,27.275842503994657,0.8,0.016268208495305497,0.33850647984036764,3.5412290623376212,0.9516336197746235,0.00010047922876541549
35.0,32.00505900686991,0.8,0.014462051795366863,0.3383728531084363,3.5423991587603294,0.9516124273069773,7.89845972695602e-5
35.0,37.01295223591009,0.8,0.012779568220348427,0.3382625085330288,3.5433661263331304,0.9515949145660373,6.281328792177022e-5
35.0,42.289516044382495,0.8,0.011222966068406188,0.3381725591291966,3.5441548635922433,0.9515806302300034,5.0313056644313295e-5
35.0,47.82590185828014,0.8,0.009794906855243498,0.33810029952518134,3.54478880760189,0.9515691495702857,4.047493965586568e-5
35.0,53.6142060530465,0.8,0.00849622046921728,0.338043111777113,3.545290728087955,0.9515600600392649,3.263724427462478e-5
35.0,59.64730884488007,0.8,0.007325381284073078,0.33799851493865035,3.5456822669556307,0.9515529695851617,2.634212781149614e-5
35.0,65.91874958842811,0.8,0.006278634990706901,0.33796423314727314,3.5459833192599137,0.9515475178418304,2.1259246830318545e-5
35.0,72.42262847991273,0.8,0.005350364613670362,0.3379382452776663,3.5462115800832703,0.9515433843179597,1.7142169649986272e-5
35.0,79.15352784330068,0.8,0.004533527899150854,0.33791880885810144,3.5463823215320875,0.9515402924229732,1.3802117306660477e-5
35.0,86.10644822334854,0.8,0.0038200908562496224,0.33790446114478984,3.5465083740424066,0.9515380097966629,1.1091433047560884e-5
35.0,93.27675586560949,0.8,0.003201421695354598,0.33789400332687963,3.546600258856868,0.9515363459041742,8.893232602602551e-6
35.0,100.6601390856064,0.8,0.0026685890278988354,0.3378864735633039,3.54666642084697,0.9515351478160254,7.1365187533700695e-6
35.0,108.25257167054073,0.8,0.0022106772352061313,0.3378810947346101,3.5467136850732865,0.9515342919380947,6.551410582034123e-6
35.0,116.05028191168671,0.8,0.0017489250529582215,0.3378766931230775,3.546752363598086,0.951533591534339,2.1673266203947605e-5
40.0,0.3713755120762506,0.8,0.0,0.33786932946913123,3.5468170730351507,0.9515330953613527,-0.001103681260320144
40.0,1.4971755441767614,0.8,0.0013279843943526152,0.3378735750474698,3.5467797638841736,0.9515330953613527,-0.0011557457210512822
40.0,3.2796094477199516,0.8,0.005712877574864979,0.33794790043804207,3.5461267709777182,0.9515449201027697,-0.0009491335282515223
40.0,5.566596934084805,0.8,0.013076755573532795,0.3382810081462037,3.5432039644411897,0.9515978514336068,-0.0005036959475875236
40.0,8.289928060180161,0.8,0.020203772081781007,0.3388520583436173,3.538207565958912,0.9516883486599285,2.212892868360683e-5
40.0,11.406269766435727,0.8,0.023225605917760437,0.339168028972131,3.535450665143326,0.9517382903726461,0.00024638508177332596
40.0,14.884584669074052,0.8,0.022415343897553012,0.3390789906787218,3.536226987852668,0.9517242266286255,0.00023305611265680425
40.0,18.70109260378885,0.8,0.02035576922965783,0.33886690113203993,3.5380779376610825,0.951690696780483,0.0001752071344215622
40.0,22.836754230877155,0.8,0.018255936050089478,0.33867169767529104,3.5397836959879982,0.9516597991593571,0.0001311771697322328
40.0,27.275842503994657,0.8,0.016302264604715167,0.3385091503446062,3.5412056881902543,0.9516340431304293,0.00010094155455053766
40.0,32.00505900686991,0.8,0.014485002382459427,0.33837445254655785,3.542385147547834,0.9516126810686575,7.923389550477112e-5
40.0,37.01295223591009,0.8,0.012795817445671688,0.3382635090399062,3.5433573557171223,0.9515950734076877,6.295901841006924e-5
40.0,42.289516044382495,0.8,0.011234863515586578,0.3381732023846837,3.544149221510539,0.9515807324087566,5.04034905690176e-5
40.0,47.82590185828014,0.8,0.009803820522268206,0.33810072010028996,3.5447851170026223,0.9515692164058508,4.053359063593831e-5
40.0,53.6142060530465,0.8,0.008503007437753061,0.3380433895323312,3.5452882898740663,0.9515601041936891,3.2676582946855606e-5
40.0,59.64730884488007,0.8,0.00733060858781973,0.33799869937582294,3.545680647459676,0.9515529989127136,2.6369210781318487e-5
40.0,65.91874958842811,0.8,0.006282693813660374,0.33796435588837004,3.5459822412690873,0.951547537363009,2.12782772530673e-5
40.0,72.42262847991273,0.8,0.00535353389081724,0.33793832694635073,3.5462108626993865,0.9515433973088467,1.7155758305698044e-5
40.0,79.15352784330068,0.8,0.0045360118277453015,0.33791886309277147,3.546381845072408,0.951540301050981,1.3811943626684809e-5
40.0,86.10644822334854,0.8,0.003822042070861514,0.3379044970429136,3.546508058643566,0.9515380155080603,1.1098615658511335e-5
40.0,93.27675586560949,0.8,0.0032029556866083725,0.3378940269779902,3.5466000510459104,0.951536349667304,8.898777816490622e-6
40.0,100.6601390856064,0.8,0.0026697745022467474,0.3378864887986306,3.546666286975125,0.951535150240228,7.148215534868996e-6
40.0,108.25257167054073,0.8,0.0022109869378468044,0.3378810980313291,3.546713656104247,0.9515342924626762,6.6779362507318755e-6
40.0,116.05028191168671,0.8,0.0017393860516026686,0.33787661301630645,3.5467530675346675,0.9515335787872278,2.1554409962831756e-5
45.0,0.3713755120762506,0.8,0.0,0.33786932946913123,3.5468170730351507,0.9515328539085864,-0.0010890248746761699
45.0,1.4971755441767614,0.8,0.0010645513027627053,0.3378720577186017,3.5467930977015847,0.9515328539085864,-0.0010297102780825185
45.0,3.2796094477199516,0.8,0.005350951809280271,0.3379382604053823,3.5462114472002457,0.9515433867242981,-0.0009006885270537168
45.0,5.566596934084805,0.8,0.0122444553782984,0.33823027060413,3.543648759082576,0.951589795928611,-0.0005199965007737006
45.0,8.289928060180161,0.8,0.019312574251272755,0.3387672700087374,3.5389482894498014,0.9516749312250766,-3.4591142507345295e-5
45.0,11.406269766435727,0.8,0.022820361674840108,0.33912310212578145,3.535842327075609,0.9517311950327538,0.00021798476457917103
45.0,14.884584669074052,0.8,0.02239923992673584,0.3390772530885354,3.5362421421691828,0.9517239520994702,0.00022918770091617802
45.0,18.70109260378885,0.8,0.02042496292295449,0.3388736948724632,3.5380186091011576,0.9516917714772462,0.00017637204501639304
45.0,22.836754230877155,0.8,0.018309465140202274,0.3386764100568884,3.53974249288706,0.9516605454769616,0.00013209640423390568
45.0,27.275842503994657,0.8,0.01633682299020243,0.33851186594413885,3.5411819197386523,0.9516344736283143,0.00010141485948302886
45.0,32.00505900686991,0.8,0.01450818526437214,0.3383760707484982,3.542370972105899,0.9516129378048886,7.948748593786804e-5
45.0,37.01295223591009,0.8,0.012812172750015583,0.3382645173622417,3.5433485166452114,0.9515952334891731,6.31063623613315e-5
45.0,42.289516044382495,0.8,0.011246814249550256,0.3381738492073838,3.5441435481633055,0.9515808351537546,5.0494600297845695e-5
45.0,47.82590185828014,0.8,0.009812763221611162,0.3381011424296838,3.5447814110190943,0.9515692835200295,4.0592553541785034e-5
45.0,53.6142060530465,0.8,0.00850981122385624,0.33804366819842474,3.5452858436685335,0.9515601484928409,3.271607681352151e-5
45.0,59.64730884488007,0.8,0.007335846109296717,0.33799888430546615,3.5456790236413473,0.9515530283185418,2.6396375724502264e-5
45.0,65.91874958842811,0.8,0.006286759085724478,0.3379644789040026,3.5459811608679477,0.9515475569278361,2.1297353153215682e-5
45.0,72.42262847991273,0.8,0.005356707366193618,0.3379384087716774,3.5462101439399136,0.9515434103246443,1.716937325060286e-5
45.0,79.15352784330068,0.8,0.004538498558940444,0.33791891741839175,3.546381367813881,0.9515403096934548,1.382178576694315e-5
45.0,86.10644822334854,0.8,0.0038239951888846763,0.33790453299441414,3.5465077427758294,0.9515380212279487,1.1105810945366556e-5
45.0,93.27675586560949,0.8,0.0032044907731037745,0.33789405065732947,3.546599842986951,0.9515363534349248,8.904402459464223e-6
45.0,100.6601390856064,0.8,0.002670955232075959,0.33788650397970826,3.5466661535799737,0.9515351526557986,7.160846297793455e-6
45.0,108.25257167054073,0.8,0.002211223574105331,0.3378811005505832,3.5467136339669714,0.9515342928635458,6.8015173297908404e-6
45.0,116.05028191168671,0.8,0.0017300012699795451,0.33787653463219103,3.5467537563337923,0.9515335663142308,2.143747888450065e-5
50.0,0.3713755120762506,0.8,0.0,0.33786932946913123,3.5468170730351507,0.9515328690884969,-0.0009775146542674307
50.0,1.4971755441767614,0.8,0.0010830023047176777,0.3378721531112505,3.546792259416706,0.9515328690884969,-0.0009816690819860695
50.0,3.2796094477199516,0.8,0.004985571697334094,0.3379291681297588,3.5462913167303554,0.9515419403934292,-0.0008514159021434153
50.0,5.566596934084805,0.8,0.011535131339021377,0.3381896625416731,3.5440048549814223,0.9515833469107897,-0.00052697286182255
50.0,8.289928060180161,0.8,0.018494150450322096,0.3386927745844253,3.539599417737758,0.9516631370265002,-8.120505952931012e-5
50.0,11.406269766435727,0.8,0.02238662368254295,0.3390758926905019,3.5362540069360917,0.951723737162508,0.00018913009946732728
50.0,14.884584669074052,0.8,0.02234959968922006,0.3390719048531633,3.5362887876049767,0.951723107091581,0.00022366297505165277
